,monster_name,monster_level,action_term,action_name,damage_type,attack_range,action_cost,attack_type,damage_dice_calculations,attack_roll_mod,spell_DC,spell_slot_level,casting time,target,area,duration,saving throw,spell attack,conditions
193,baatamidar,21,Attack 1,tentacle,"['bludgeoning', 'chaotic']",5,1,melee,"[['4', '8', '14'], ['2', '6', 0]]",36.0,0,0,0,0,0,0,0,0,0
194,badger,0,Attack 1,jaws,['piercing'],5,1,melee,"[['1', '8', 0]]",8.0,0,0,0,0,0,0,0,0,0
195,badger,0,Attack 2,claw,['slashing'],5,1,melee,"[['1', '6', 0]]",8.0,0,0,0,0,0,0,0,0,0
196,giant badger,2,Attack 1,jaws,['piercing'],5,1,melee,"[['1', '8', '4']]",11.0,0,0,0,0,0,0,0,0,0
197,giant badger,2,Attack 2,claw,['slashing'],5,1,melee,"[['1', '6', '4']]",11.0,0,0,0,0,0,0,0,0,0
198,banshee,17,Attack 1,hand,[],5,1,melee,"[['4', '10', '14']]",32.0,0,0,0,0,0,0,0,0,0
199,baobhan sith,6,Attack 1,claw,"['slashing', 'bleed']",5,1,melee,"[['2', '6', '6'], ['1', '6', 0]]",17.0,0,0,0,0,0,0,0,0,0
200,baomal,20,Attack 1,jaws,['piercing'],5,1,melee,"[['4', '12', '18']]",38.0,0,0,0,0,0,0,0,0,0
201,baomal,20,Attack 2,tsunami,['bludgeoning'],500,1,range,"[['4', '10', '18']]",38.0,0,0,0,0,0,0,0,0,0
202,barghest,4,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '8', '5']]",13.0,0,0,0,0,0,0,0,0,0
203,barghest,4,Attack 2,claw,['slashing'],5,1,melee,"[['2', '6', '5']]",13.0,0,0,0,0,0,0,0,0,0
204,greater barghest,7,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '10', '6']]",17.0,0,0,0,0,0,0,0,0,0
205,greater barghest,7,Attack 2,claw,['slashing'],5,1,melee,"[['2', '8', '6']]",17.0,0,0,0,0,0,0,0,0,0
206,basidirond,5,Attack 1,frond,['bludgeoning'],5,1,melee,"[['2', '8', '6']]",15.0,0,0,0,0,0,0,0,0,0
207,basilisk,5,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '8', '4']]",15.0,0,0,0,0,0,0,0,0,0
208,dracolisk,9,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '12', '8']]",21.0,0,0,0,0,0,0,0,0,0
209,dracolisk,9,Attack 2,claw,['slashing'],5,1,melee,"[['2', '10', '8']]",21.0,0,0,0,0,0,0,0,0,0
210,giant bat,2,Attack 1,fangs,['slashing'],5,1,melee,"[['1', '10', '4']]",10.0,0,0,0,0,0,0,0,0,0
211,giant bat,2,Attack 2,wing,['piercing'],5,1,melee,"[['1', '6', '4']]",10.0,0,0,0,0,0,0,0,0,0
212,bauble beast,6,Attack 1,jaws,"['piercing', 'acid']",5,1,melee,"[['1', '8', '7'], ['1', '6', 0]]",16.0,0,0,0,0,0,0,0,0,0
213,bauble beast,6,Attack 2,leg,['bludgeoning'],5,1,melee,"[['1', '10', '7']]",16.0,0,0,0,0,0,0,0,0,0
214,bauble beast,6,Attack 3,bile,['acid'],30,1,range,"[['2', '8', 0], ['1', '6', 0]]",16.0,0,0,0,0,0,0,0,0,0
215,baykok,9,Attack 1,greatclub,['bludgeoning'],5,1,melee,"[['2', '10', '9']]",21.0,0,0,0,0,0,0,0,0,0
216,baykok,9,Attack 2,longbow,"['piercing', 'mental']",30,1,range,"[['1', '8', '6'], ['1', '8', 0]]",21.0,0,0,0,0,0,0,0,0,0
217,black bear,2,Attack 1,jaws,['piercing'],5,1,melee,"[['1', '8', '5']]",9.0,0,0,0,0,0,0,0,0,0
218,black bear,2,Attack 2,claw,['slashing'],5,1,melee,"[['1', '6', '5']]",9.0,0,0,0,0,0,0,0,0,0
219,storm bear,2,Attack 1,jaws,"['piercing', 'electricity']",5,1,melee,"[['1', '8', '3'], ['1', '4', 0]]",11.0,0,0,0,0,0,0,0,0,0
220,storm bear,2,Attack 2,claw,['slashing'],5,1,melee,"[['1', '6', '3']]",11.0,0,0,0,0,0,0,0,0,0
221,bardolph,3,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '8', '4']]",11.0,0,0,0,0,0,0,0,0,0
222,bardolph,3,Attack 2,claw,['slashing'],5,1,melee,"[['1', '10', '4']]",11.0,0,0,0,0,0,0,0,0,0
223,big bumble,3,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '8', '4']]",11.0,0,0,0,0,0,0,0,0,0
224,big bumble,3,Attack 2,claw,['slashing'],5,1,melee,"[['1', '10', '4']]",11.0,0,0,0,0,0,0,0,0,0
225,grizzly bear,3,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '8', '4']]",11.0,0,0,0,0,0,0,0,0,0
226,grizzly bear,3,Attack 2,claw,['slashing'],5,1,melee,"[['1', '10', '4']]",11.0,0,0,0,0,0,0,0,0,0
227,lesser giant short-faced bear,4,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '6', '4']]",12.0,0,0,0,0,0,0,0,0,0
228,lesser giant short-faced bear,4,Attack 2,claw,['slashing'],5,1,melee,"[['1', '12', '4']]",12.0,0,0,0,0,0,0,0,0,0
229,storm bear,4,Attack 1,jaws,"['piercing', 'electricity']",5,1,melee,"[['2', '8', '4'], ['1', '4', 0]]",14.0,0,0,0,0,0,0,0,0,0
230,storm bear,4,Attack 2,claw,['slashing'],5,1,melee,"[['2', '6', '4']]",14.0,0,0,0,0,0,0,0,0,0
231,polar bear,5,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '8', '7']]",15.0,0,0,0,0,0,0,0,0,0
232,polar bear,5,Attack 2,claw,['slashing'],5,1,melee,"[['2', '6', '7']]",15.0,0,0,0,0,0,0,0,0,0
234,cave bear,6,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '10', '6']]",16.0,0,0,0,0,0,0,0,0,0
235,cave bear,6,Attack 2,claw,['slashing'],5,1,melee,"[['2', '8', '6']]",16.0,0,0,0,0,0,0,0,0,0
236,giant short-faced bear,6,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '6', '7']]",15.0,0,0,0,0,0,0,0,0,0
237,giant short-faced bear,6,Attack 2,claw,['slashing'],5,1,melee,"[['1', '12', '7']]",15.0,0,0,0,0,0,0,0,0,0
238,bebilith,10,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '10', '13']]",23.0,0,0,0,0,0,0,0,0,0
239,bebilith,10,Attack 2,claw,['slashing'],5,1,melee,"[['2', '8', '13']]",23.0,0,0,0,0,0,0,0,0,0
241,flash beetle,-1,Attack 1,mandibles,['piercing'],5,1,melee,"[['1', '4', '1']]",8.0,0,0,0,0,0,0,0,0,0
242,giant stag beetle,4,Attack 1,mandibles,['piercing'],5,1,melee,"[['2', '8', '5']]",13.0,0,0,0,0,0,0,0,0,0
243,giant stag beetle,4,Attack 2,foot,['bludgeoning'],5,1,melee,"[['1', '10', '5']]",11.0,0,0,0,0,0,0,0,0,0
244,severed head,-1,Attack 1,jaws,['piercing'],5,1,melee,"[['1', '4', '1']]",6.0,0,0,0,0,0,0,0,0,0
245,flaming skull,2,Attack 1,forehead,"['bludgeoning', 'fire']",5,1,melee,"[['1', '6', '3'], ['1', '6', 0]]",10.0,0,0,0,0,0,0,0,0,0
246,flaming skull,2,Attack 2,spitfire,['fire'],5,1,range,"[['1', '12', '2']]",10.0,0,0,0,0,0,0,0,0,0
247,behir,8,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '12', '10']]",18.0,0,0,0,0,0,0,0,0,0
248,behir,8,Attack 2,claw,['slashing'],5,1,melee,"[['2', '6', '10']]",18.0,0,0,0,0,0,0,0,0,0
249,betobeto-san,12,Attack 1,claw,[],5,1,melee,"[['3', '12', '10']]",25.0,0,0,0,0,0,0,0,0,0
250,bida,8,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '12', '9']]",20.0,0,0,0,0,0,0,0,0,0
251,bida,8,Attack 2,tail,['bludgeoning'],5,1,melee,"[['2', '6', '9']]",20.0,0,0,0,0,0,0,0,0,0
252,biloko warrior,1,Attack 1,jaws,['piercing'],5,1,melee,"[['1', '8', '3']]",8.0,0,0,0,0,0,0,0,0,0
253,biloko warrior,1,Attack 2,spear,['piercing'],5,1,melee,"[['1', '6', '3']]",8.0,0,0,0,0,0,0,0,0,0
254,biloko warrior,1,Attack 3,spear,['piercing'],20,1,range,"[['1', '6', '3']]",7.0,0,0,0,0,0,0,0,0,0
256,biloko veteran,4,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '8', '5']]",14.0,0,0,0,0,0,0,0,0,0
257,biloko veteran,4,Attack 2,longspear,['piercing'],5,1,melee,"[['1', '8', '5']]",14.0,0,0,0,0,0,0,0,0,0
258,biloko veteran,4,Attack 3,shortbow,['piercing'],60,2,range,"[['1', '6', '3']]",14.0,0,0,0,0,0,0,0,0,0
259,eloko,7,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '8', '8']]",17.0,0,0,0,0,0,0,0,0,0
260,eloko,7,Attack 2,dagger,['piercing'],5,1,melee,"[['1', '4', '8']]",18.0,0,0,0,0,0,0,0,0,0
261,eloko,7,Attack 3,blowgun,['piercing'],20,2,range,"[['2', '4', 0]]",17.0,0,0,0,0,0,0,0,0,0
262,eloko,7,Attack 4,dagger,['piercing'],10,1,range,"[['1', '4', '8']]",18.0,0,0,0,0,0,0,0,0,0
265,bison,4,Attack 1,hoof,['bludgeoning'],5,1,melee,"[['2', '6', '6']]",12.0,0,0,0,0,0,0,0,0,0
266,bison,4,Attack 2,horn,['piercing'],5,1,melee,"[['2', '8', '6']]",12.0,0,0,0,0,0,0,0,0,0
267,muurfeli,16,Attack 1,fist,['bludgeoning'],5,1,melee,"[['3', '10', '15'], ['2', '6', 0]]",29.0,0,0,0,0,0,0,0,0,0
268,muurfeli,16,Attack 2,scimitar,"['slashing', 'force']",5,1,melee,"[['3', '6', '17'], ['2', '6', 0]]",31.0,0,0,0,0,0,0,0,0,0
269,muurfeli,16,Attack 3,fetid,['bludgeoning'],20,1,range,"[['2', '8', '7'], ['2', '8', '5']]",31.0,0,0,0,0,0,0,0,0,0
270,pashfet,17,Attack 1,maul,['bludgeoning'],5,1,melee,"[['3', '12', '15']]",33.0,0,0,0,0,0,0,0,0,0
271,pashfet,17,Attack 2,sand,"['bludgeoning', 'electricity']",5,1,melee,"[['2', '8', '15'], ['2', '8', 0]]",33.0,0,0,0,0,0,0,0,0,0
272,pashfet,17,Attack 3,sand,"['piercing', 'electricity']",30,1,range,"[['4', '8', '-2'], ['2', '8', '-4']]",30.0,0,0,0,0,0,0,0,0,0
273,ararda,18,Attack 1,maul,['bludgeoning'],5,1,melee,"[['3', '12', '17']]",35.0,0,0,0,0,0,0,0,0,0
274,ararda,18,Attack 2,sand,"['bludgeoning', 'electricity']",5,1,melee,"[['2', '8', '17'], ['2', '8', 0]]",35.0,0,0,0,0,0,0,0,0,0
275,ararda,18,Attack 3,sand,"['piercing', 'electricity']",30,1,range,"[['4', '8', 0], ['2', '8', 0]]",32.0,0,0,0,0,0,0,0,0,0
276,blindheim,2,Attack 1,jaws,['piercing'],5,1,melee,"[['1', '12', '2']]",10.0,0,0,0,0,0,0,0,0,0
277,blindheim,2,Attack 2,claw,['slashing'],5,1,melee,"[['1', '8', '2']]",11.0,0,0,0,0,0,0,0,0,0
278,blink dog,2,Attack 1,jaws,['piercing'],5,1,melee,"[['1', '6', '3']]",11.0,0,0,0,0,0,0,0,0,0
279,blodeuwedd,6,Attack 1,claw,['slashing'],5,1,melee,"[['2', '8', '7']]",14.0,0,0,0,0,0,0,0,0,0
280,blodeuwedd,6,Attack 2,ShapeThe,[],5,1,melee,"[['1', '3', '1']]",4.0,0,0,0,0,0,0,0,0,0
281,blodeuwedd,6,Attack 3,sling,['bludgeoning'],50,1,range,"[['2', '6', '4']]",17.0,0,0,0,0,0,0,0,0,0
282,blood painter,9,Attack 1,claw,"['slashing', 'bleed']",5,1,melee,"[['3', '8', '8'], ['1', '8', 0]]",20.0,0,0,0,0,0,0,0,0,0
285,juvenile boar,0,Attack 1,tusk,['piercing'],5,1,melee,"[['1', '6', '3']]",8.0,0,0,0,0,0,0,0,0,0
286,boar,2,Attack 1,tusk,['piercing'],5,1,melee,"[['2', '6', '4']]",10.0,0,0,0,0,0,0,0,0,0
287,kayajima boar,3,Attack 1,tusk,['piercing'],5,1,melee,"[['2', '6', '6']]",12.0,0,0,0,0,0,0,0,0,0
288,daeodon,4,Attack 1,tusk,['piercing'],5,1,melee,"[['2', '8', '6']]",14.0,0,0,0,0,0,0,0,0,0
289,kayajima daeodon,5,Attack 1,tusk,['piercing'],5,1,melee,"[['2', '8', '8']]",16.0,0,0,0,0,0,0,0,0,0
290,blood boar,6,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '8', '8']]",17.0,0,0,0,0,0,0,0,0,0
291,bodak,8,Attack 1,fist,['bludgeoning'],5,1,melee,"[['2', '6', '6'], ['1', '6', 0]]",18.0,0,0,0,0,0,0,0,0,0
292,bog strider,2,Attack 1,spear,['piercing'],5,1,melee,"[['1', '6', '4']]",8.0,0,0,0,0,0,0,0,0,0
293,bog strider,2,Attack 2,mandibles,['piercing'],5,1,melee,"[['1', '6', '4']]",8.0,0,0,0,0,0,0,0,0,0
294,bog strider,2,Attack 3,spear,['piercing'],20,1,range,"[['1', '6', '3']]",10.0,0,0,0,0,0,0,0,0,0
296,bogey,3,Attack 1,claw,['slashing'],5,1,melee,"[['1', '8', '3']]",10.0,0,0,0,0,0,0,0,0,0
297,bogeyman,10,Attack 1,claw,['slashing'],5,1,melee,"[['2', '12', '9']]",21.0,0,0,0,0,0,0,0,0,0
299,breek,1,Attack 1,morningstar,['bludgeoning'],5,1,melee,"[['1', '6', '3']]",8.0,0,0,0,0,0,0,0,0,0
301,breek,1,Attack 3,sling,['bludgeoning'],50,2,range,"[['1', '6', '1']]",7.0,0,0,0,0,0,0,0,0,0
302,grettch,1,Attack 1,morningstar,['bludgeoning'],5,1,melee,"[['1', '6', '3']]",8.0,0,0,0,0,0,0,0,0,0
304,grettch,1,Attack 3,sling,['bludgeoning'],50,2,range,"[['1', '6', '1']]",7.0,0,0,0,0,0,0,0,0,0
305,mroap,1,Attack 1,morningstar,['bludgeoning'],5,1,melee,"[['1', '6', '3']]",8.0,0,0,0,0,0,0,0,0,0
307,mroap,1,Attack 3,sling,['bludgeoning'],50,2,range,"[['1', '6', '1']]",7.0,0,0,0,0,0,0,0,0,0
308,oobak,1,Attack 1,morningstar,['bludgeoning'],5,1,melee,"[['1', '6', '3']]",8.0,0,0,0,0,0,0,0,0,0
310,oobak,1,Attack 3,sling,['bludgeoning'],50,2,range,"[['1', '6', '1']]",7.0,0,0,0,0,0,0,0,0,0
311,yroack,1,Attack 1,morningstar,['bludgeoning'],5,1,melee,"[['1', '6', '3']]",8.0,0,0,0,0,0,0,0,0,0
313,yroack,1,Attack 3,sling,['bludgeoning'],50,2,range,"[['1', '6', '1']]",7.0,0,0,0,0,0,0,0,0,0
314,boggard scout,1,Attack 1,morningstar,['bludgeoning'],5,1,melee,"[['1', '6', '3']]",8.0,0,0,0,0,0,0,0,0,0
316,boggard scout,1,Attack 3,sling,['bludgeoning'],50,2,range,"[['1', '6', '1']]",7.0,0,0,0,0,0,0,0,0,0
317,boggard warrior,2,Attack 1,club,['bludgeoning'],5,1,melee,"[['1', '6', '6']]",10.0,0,0,0,0,0,0,0,0,0
319,boggard warrior,2,Attack 3,javelin,['piercing'],30,1,range,"[['1', '6', '4']]",6.0,0,0,0,0,0,0,0,0,0
321,boggard warrior,2,Attack 5,club,['bludgeoning'],10,1,range,"[['1', '6', '6']]",6.0,0,0,0,0,0,0,0,0,0
323,golga,3,Attack 1,staff,['bludgeoning'],5,1,melee,"[['1', '4', '6']]",10.0,0,0,0,0,0,0,0,0,0
325,lorgblo,3,Attack 1,staff,['bludgeoning'],5,1,melee,"[['1', '4', '6']]",10.0,0,0,0,0,0,0,0,0,0
327,olbbit,3,Attack 1,staff,['bludgeoning'],5,1,melee,"[['1', '4', '6']]",10.0,0,0,0,0,0,0,0,0,0
329,boggard swampseer,3,Attack 1,staff,['bludgeoning'],5,1,melee,"[['1', '4', '6']]",10.0,0,0,0,0,0,0,0,0,0
331,bone croupier,5,Attack 1,claw,['slashing'],5,1,melee,"[['2', '8', '5']]",14.0,0,0,0,0,0,0,0,0,0
332,bone ship,18,Attack 1,hull,['bludgeoning'],5,1,melee,"[['3', '10', '17'], ['2', '10', 0]]",35.0,0,0,0,0,0,0,0,0,0
333,bone ship,18,Attack 2,skeleton,['slashing'],5,1,melee,"[['3', '6', '17'], ['2', '10', 0]]",35.0,0,0,0,0,0,0,0,0,0
334,bone ship,18,Attack 3,bone,['bludgeoning'],100,1,range,"[['2', '12', '12'], ['2', '10', 0]]",35.0,0,0,0,0,0,0,0,0,0
335,giant bone skipper,7,Attack 1,mandibles,['piercing'],5,1,melee,"[['2', '10', '6']]",18.0,0,0,0,0,0,0,0,0,0
336,empress bore worm,7,Attack 1,bite,"['piercing', 'acid']",5,1,melee,"[['2', '6', '9'], ['1', '6', 0]]",17.0,0,0,0,0,0,0,0,0,0
337,empress ice bore worm,7,Attack 1,bite,"['cold', 'piercing']",5,1,melee,"[['2', '6', '9'], ['1', '6', 0]]",17.0,0,0,0,0,0,0,0,0,0
338,empress lava bore worm,7,Attack 1,bite,"['fire', 'piercing']",5,1,melee,"[['2', '6', '9'], ['1', '6', 0]]",17.0,0,0,0,0,0,0,0,0,0
339,empress mage-eater bore worm,7,Attack 1,bite,"['piercing', 'acid']",5,1,melee,"[['2', '6', '9'], ['1', '6', 0]]",17.0,0,0,0,0,0,0,0,0,0
340,empress necral bore worm,7,Attack 1,bite,['piercing'],5,1,melee,"[['2', '6', '9'], ['1', '6', 0]]",17.0,0,0,0,0,0,0,0,0,0
341,brain collector,8,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '12', '6']]",20.0,0,0,0,0,0,0,0,0,0
342,brain collector,8,Attack 2,claw,['slashing'],5,1,melee,"[['2', '8', '6']]",20.0,0,0,0,0,0,0,0,0,0
343,brainchild,11,Attack 1,illusory,['mental'],5,1,melee,"[['4', '6', '10']]",24.0,0,0,0,0,0,0,0,0,0
344,brainchild,11,Attack 2,illusory,['mental'],100,1,range,"[['4', '6', '6']]",24.0,0,0,0,0,0,0,0,0,0
345,bregdi,9,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '12', '8']]",21.0,0,0,0,0,0,0,0,0,0
346,bregdi,9,Attack 2,hook,['piercing'],5,1,melee,"[['2', '8', '8']]",21.0,0,0,0,0,0,0,0,0,0
347,bright walker,9,Attack 1,radiant,['fire'],5,1,melee,"[['2', '8', '11']]",21.0,0,0,0,0,0,0,0,0,0
348,bright walker,9,Attack 2,radiant,['fire'],60,1,range,"[['2', '6', '11']]",21.0,0,0,0,0,0,0,0,0,0
349,tangletop,1,Attack 1,shortsword,['slashing'],5,1,melee,"[['1', '6', 0]]",7.0,0,0,0,0,0,0,0,0,0
350,brownie,1,Attack 1,shortsword,['slashing'],5,1,melee,"[['1', '6', 0]]",7.0,0,0,0,0,0,0,0,0,0
351,gahlepod (juvenile brughadatch),7,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '8', '7']]",17.0,0,0,0,0,0,0,0,0,0
352,brughadatch (midlife brughadatch),10,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '10', '9']]",21.0,0,0,0,0,0,0,0,0,0
353,brughadatch (midlife brughadatch),10,Attack 2,claw,['slashing'],5,1,melee,"[['2', '8', '5']]",19.0,0,0,0,0,0,0,0,0,0
354,doblagub (elder brughadatch),13,Attack 1,jaws,['bludgeoning'],5,1,melee,"[['4', '8', '14']]",27.0,0,0,0,0,0,0,0,0,0
356,lurok,2,Attack 1,bastard,['piercing'],5,1,melee,"[['1', '8', '4']]",10.0,0,0,0,0,0,0,0,0,0
357,lurok,2,Attack 2,fist,['bludgeoning'],5,1,melee,"[['1', '4', '4']]",10.0,0,0,0,0,0,0,0,0,0
358,lurok,2,Attack 3,javelin,['piercing'],30,1,range,"[['1', '6', '4']]",8.0,0,0,0,0,0,0,0,0,0
360,yoletcha,2,Attack 1,bastard,['piercing'],5,1,melee,"[['1', '8', '4']]",10.0,0,0,0,0,0,0,0,0,0
361,yoletcha,2,Attack 2,fist,['bludgeoning'],5,1,melee,"[['1', '4', '4']]",10.0,0,0,0,0,0,0,0,0,0
362,yoletcha,2,Attack 3,javelin,['piercing'],30,1,range,"[['1', '6', '4']]",8.0,0,0,0,0,0,0,0,0,0
364,bugbear marauder,2,Attack 1,longsword,['slashing'],5,1,melee,"[['1', '8', '4']]",10.0,0,0,0,0,0,0,0,0,0
365,bugbear marauder,2,Attack 2,fist,['bludgeoning'],5,1,melee,"[['1', '4', '4']]",10.0,0,0,0,0,0,0,0,0,0
366,bugbear marauder,2,Attack 3,javelin,['piercing'],30,1,range,"[['1', '6', '4']]",8.0,0,0,0,0,0,0,0,0,0
368,bugbear thug,2,Attack 1,bastard,['piercing'],5,1,melee,"[['1', '8', '4']]",10.0,0,0,0,0,0,0,0,0,0
369,bugbear thug,2,Attack 2,fist,['bludgeoning'],5,1,melee,"[['1', '4', '4']]",10.0,0,0,0,0,0,0,0,0,0
370,bugbear thug,2,Attack 3,javelin,['piercing'],30,1,range,"[['1', '6', '4']]",8.0,0,0,0,0,0,0,0,0,0
372,overseer kepsi,3,Attack 1,dagger,['piercing'],5,1,melee,"[['1', '4', '6']]",11.0,0,0,0,0,0,0,0,0,0
373,overseer kepsi,3,Attack 2,sickle,['slashing'],5,1,melee,"[['1', '4', '6']]",11.0,0,0,0,0,0,0,0,0,0
374,overseer kepsi,3,Attack 3,dagger,['piercing'],10,1,range,"[['1', '4', '6']]",10.0,0,0,0,0,0,0,0,0,0
377,zhughurr,3,Attack 1,dagger,['piercing'],5,1,melee,"[['1', '4', '6']]",11.0,0,0,0,0,0,0,0,0,0
378,zhughurr,3,Attack 2,sickle,['slashing'],5,1,melee,"[['1', '4', '6']]",11.0,0,0,0,0,0,0,0,0,0
379,zhughurr,3,Attack 3,dagger,['piercing'],10,1,range,"[['1', '4', '6']]",10.0,0,0,0,0,0,0,0,0,0
382,bugbear tormentor,3,Attack 1,dagger,['piercing'],5,1,melee,"[['1', '4', '6']]",11.0,0,0,0,0,0,0,0,0,0
383,bugbear tormentor,3,Attack 2,sickle,['slashing'],5,1,melee,"[['1', '4', '6']]",11.0,0,0,0,0,0,0,0,0,0
384,bugbear tormentor,3,Attack 3,dagger,['piercing'],10,1,range,"[['1', '4', '6']]",10.0,0,0,0,0,0,0,0,0,0
387,bugul noz,12,Attack 1,claw,['piercing'],5,1,melee,"[['3', '8', '6']]",23.0,0,0,0,0,0,0,0,0,0
388,bugul noz,12,Attack 2,rock,['bludgeoning'],30,1,range,"[['2', '8', '6']]",25.0,0,0,0,0,0,0,0,0,0
389,debilitated bulette,6,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '8', '9']]",17.0,0,0,0,0,0,0,0,0,0
390,debilitated bulette,6,Attack 2,claw,['slashing'],5,1,melee,"[['2', '6', '7']]",17.0,0,0,0,0,0,0,0,0,0
391,bulette,8,Attack 1,jaws,['piercing'],5,1,melee,"[['2', '10', '10']]",21.0,0,0,0,0,0,0,0,0,0
392,bulette,8,Attack 2,claw,['slashing'],5,1,melee,"[['2', '8', '10']]",21.0,0,0,0,0,0,0,0,0,0
393,bunyip,3,Attack 1,jaws,"['piercing', 'bleed']",5,1,melee,"[['1', '10', '4'], ['1', '6', 0]]",11.0,0,0,0,0,0,0,0,0,0
394,bunyip,3,Attack 2,tail,['bludgeoning'],5,1,melee,"[['1', '8', '4']]",11.0,0,0,0,0,0,0,0,0,0
395,saddleback bunyip,3,Attack 1,jaws,"['piercing', 'bleed']",5,1,melee,"[['1', '10', '4'], ['1', '6', 0]]",11.0,0,0,0,0,0,0,0,0,0
396,saddleback bunyip,3,Attack 2,tail,['bludgeoning'],5,1,melee,"[['1', '8', '4']]",11.0,0,0,0,0,0,0,0,0,0
397,saddleback bunyip,3,Attack 1,jaws,"['piercing', 'bleed']",5,1,melee,"[['1', '10', '4'], ['1', '6', 0]]",11.0,0,0,0,0,0,0,0,0,0
398,saddleback bunyip,3,Attack 2,tail,['bludgeoning'],5,1,melee,"[['1', '8', '4']]",11.0,0,0,0,0,0,0,0,0,0
399,buso farmer,3,Attack 1,kukri,['slashing'],5,1,melee,"[['1', '6', '6']]",11.0,0,0,0,0,0,0,0,0,0
400,buso farmer,3,Attack 2,javelin,['piercing'],30,1,range,"[['1', '6', '6']]",8.0,0,0,0,0,0,0,0,0,0
402,calathgar,4,Attack 1,flower,"['bludgeoning', 'cold']",5,1,melee,"[['2', '6', '4'], ['1', '6', 0]]",13.0,0,0,0,0,0,0,0,0,0
403,calathgar,4,Attack 2,tendril,"['cold', 'slashing']",5,1,melee,"[['2', '4', '4'], ['1', '4', 0]]",13.0,0,0,0,0,0,0,0,0,0
404,caligni dancer,1,Attack 1,baton,['bludgeoning'],5,1,melee,"[['1', '4', 0]]",9.0,0,0,0,0,0,0,0,0,0
405,caligni dancer,1,Attack 2,dagger,['piercing'],5,1,melee,"[['1', '4', 0]]",9.0,0,0,0,0,0,0,0,0,0
406,caligni dancer,1,Attack 3,dagger,['piercing'],10,1,range,"[['1', '4', 0]]",9.0,0,0,0,0,0,0,0,0,0
409,morviggus,2,Attack 1,dagger,['piercing'],5,1,melee,"[['1', '4', '4']]",10.0,0,0,0,0,0,0,0,0,0
410,morviggus,2,Attack 2,dagger,['piercing'],10,1,range,"[['1', '4', 0]]",10.0,0,0,0,0,0,0,0,0,0
413,tiano,2,Attack 1,dagger,['piercing'],5,1,melee,"[['1', '4', '4']]",10.0,0,0,0,0,0,0,0,0,0
414,tiano,2,Attack 2,dagger,['piercing'],10,1,range,"[['1', '4', 0]]",10.0,0,0,0,0,0,0,0,0,0
417,caligni creeper,2,Attack 1,dagger,['piercing'],5,1,melee,"[['1', '4', '4']]",10.0,0,0,0,0,0,0,0,0,0
418,caligni creeper,2,Attack 2,dagger,['piercing'],10,1,range,"[['1', '4', 0]]",10.0,0,0,0,0,0,0,0,0,0
421,caligni slayer,3,Attack 1,kukri,['slashing'],5,1,melee,"[['1', '6', '3']]",11.0,0,0,0,0,0,0,0,0,0
422,caligni stalker,4,Attack 1,shortsword,['piercing'],5,1,melee,"[['1', '6', '7']]",13.0,0,0,0,0,0,0,0,0,0
424,caligni vanguard,5,Attack 1,greatsword,['slashing'],5,1,melee,"[['1', '12', '8']]",16.0,0,0,0,0,0,0,0,0,0
425,caligni vanguard,5,Attack 2,composite,['piercing'],100,1,range,"[['1', '8', '5']]",10.0,0,0,0,0,0,0,0,0,0
426,caligni caller,6,Attack 1,dagger,['piercing'],5,1,melee,"[['1', '4', '4'], ['1', '6', 0]]",15.0,0,0,0,0,0,0,0,0,0
428,caligni defender,8,Attack 1,shortsword,['piercing'],5,1,melee,"[['1', '6', '8']]",19.0,0,0,0,0,0,0,0,0,0
429,caligni defender,8,Attack 2,shortbow,['piercing'],60,2,range,"[['1', '6', '8']]",19.0,0,0,0,0,0,0,0,0,0
430,calikang,12,Attack 1,longsword,['slashing'],5,1,melee,"[['2', '8', '15']]",28.0,0,0,0,0,0,0,0,0,0
431,calikang,12,Attack 2,fist,['bludgeoning'],5,1,melee,"[['3', '8', '13']]",25.0,0,0,0,0,0,0,0,0,0
432,camarach,17,Attack 1,jaws,['piercing'],5,1,melee,"[['3', '10', '18']]",35.0,0,0,0,0,0,0,0,0,0
433,camel,1,Attack 1,jaws,['piercing'],5,1,melee,"[['1', '6', '4']]",7.0,0,0,0,0,0,0,0,0,0
