name,Rarity,Alignment,Creature Level,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Perception,HP,AC,Fort,Ref,Will,Fort DC,Ref DC,Will DC,speed_Land,speed_Fly,speed_Swim,spped_Burrow,speed_Climb,speed_Other,speed_Highest Overland,one_Immunity,one_Resistance,one_Weakness,many_Immunity,many_Resistance,many_Weakness,Attack 1,attack1_mod,Attack 2,attack2_mod,Attack 3,attack3_mod,Attack 4,attack4_mod,Attack 5,attack5_mod,Attack 6,attack6_mod,Attack 7,attack7_mod,Max HB,Spells 1,spell1_mod,Spells 2,spell2_mod,Spells 3,spell3_mod,Max DC,SPAtk 1,SPAtk 2,SPAtk 3,Max SPAtk,dmg_acid,dmg_cold,dmg_electricity,dmg_fire,dmg_sonic,dmg_Negative,dmg_Positive,dmg_Mental,dmg_Poison,dmg_Force,dmg_Bludgeoning,dmg_Piercing,dmg_Slashing,dmg_Persistent,dmg_Bleed,dmg_Lawful,dmg_Chaotic,dmg_Good,dmg_Evil,dmg_Magical,Reaction 1,Reaction 2,Reaction 3,Attack Op
AMPHISBAENA,Common,Neutral,4,Animal,,,,,,,10,70,21,10,14,8,-1,,,25,,25,,25,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fangs +13, Damage 2d6+5 piercing plus amphisbaena venom",13,"Ranged spit +12 (range increment 15 feet), Damage 1d6 poison plus amphisbaena venom and blinding spittle",12,0,,0,,0,,0,,0,,13,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
ANADI HUNTER,Uncommon,Chaotic Good,2,Anadi,Humanoid,,,,,,7,27,19,6,10,7,-3,,,25,,,,25,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee shortsword +10 (agile, finesse, versatile S), Damage 1d6+2 piercing",10,"Melee fangs +10 (finesse), Damage 1d8+2 piercing plus anadi venom",10,"Ranged composite shortbow +10 (deadly 1d10, propulsive, range increment 60 feet, reload 0), Damage 1d6+1 piercing",10,0,,0,,0,,0,,10,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
ANADI SAGE,Uncommon,Chaotic Good,4,Anadi,Humanoid,,,,,,12,58,21,8,10,12,-2,,,25,,,,25,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee shortsword +12 (agile, finesse, versatile S), Damage 1d6+3 piercing",12,"Melee fangs +12 (finesse), Damage 2d6+3 piercing plus anadi venom",12,0,,0,,0,,0,,0,,12,"Arcane Innate Spells DC 22; 2nd blur, illusory creature; 1st color spray, illusory disguise, illusory object; Cantrips (2nd) detect magic, ghost sound, mage hand, message",22,0,,0,,22,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
ANADI ELDER,Uncommon,Chaotic Good,6,Anadi,Humanoid,,,,,,15,95,23,10,14,16,-3,,,25,,,,25,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee shortsword +16 (agile, finesse, versatile S), Damage 1d6+5 piercing",16,"Melee fangs +16 (finesse), Damage 2d6+5 piercing plus anadi venom",16,"Ranged composite longbow +16 (deadly 1d10, propulsive, range increment 100 feet, reload 0, volley 30 feet), Damage 1d8+1 piercing",16,0,,0,,0,,0,,16,"Arcane Innate Spells DC 25, attack +17; 3rd hypnotic pattern, invisibility sphere; 2nd blur, invisibility, mirror image; 1st color spray, illusory disguise, illusory object; Cantrips (3rd) detect magic, electric arc, ghost sound, mage hand, message",25,0,,0,,25,17,,,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
ANDROID INFILTRATOR,Rare,Neutral,2,Android,Humanoid,,,,,,6,28,18,8,10,4,,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee shortsword +10 (agile, finesse, versatile S), Damage 1d6+2 piercing",10,"Melee fist +10 (agile, finesse, nonlethal), Damage 1d4+2 bludgeoning",10,"Ranged hand crossbow +10 (range increment 60 feet, reload 1), Damage 1d6 piercing",10,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,0,,10,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nanite Surge Trigger The android infiltrator attempts a skill check but hasnet rolled yet; Effect The android infiltrator stimulates their nanites, forcing their body to temporarily increase its efficiency. They gain a +2 status bonus to the triggering skill check. In addition, their circuitry glows, creating a 10-foot emanation with dim light for 1 round.",,,FALSE
ANGAZHANI,Common,Chaotic Evil,8,Beast,,,,,,,18,180,26,19,16,14,,,,25,,,,25,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fist +20 (reach 10 feet), Damage 2d8+9 bludgeoning",20,"Melee jaws +20, Damage 2d12+9 piercing",20,0,,0,,0,,0,,0,,20,Divine Innate Spells DC 24; 6th dominate; 3rd fear (c3972),24,0,,0,,24,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Defensive Disarm Trigger A creature makes a melee weapon Strike against the angazhani and misses; Requirements The angazhani is benefiting from their Defensive Slam; Effect The angazhani attempts to Disarm the attacker of the triggering weapon.,,,FALSE
CASSISIAN (ARCHIVE ANGEL),Common,Neutral Good,1,Angel,Celestial,,,,,,6,20,18,7,6,4,,-1,,,40,,,,,40,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Melee headbutt +6 (agile, finesse, good, magical), Damage 1d-1 bludgeoning plus 1d4 good",6,0,,0,,0,,0,,0,,0,,6,"Divine Innate Spells DC 16; 4th read omens; 1st detect alignment (at will, evil only), heal; Cantrips (1st) know direction, light",16,0,,0,,16,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
CHIOMA,Common,Neutral Good,6,Angel,Celestial,,,,,,14,100,24,10,14,16,-4,,,30,40,,,,,40,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Melee fist +14 (agile, finesse, good, magical), Damage 3d6+1 bludgeoning plus 1d6 good",14,"Ranged piercing hymn +17 (good, magical, range 90 feet, sonic), Damage 4d6 sonic damage plus 1d6 good and deafening aria",17,0,,0,,0,,0,,0,,17,"Divine Innate Spells DC 23, attack +13; 3rd heal, remove curse, remove disease, remove fear (at will), sound burst; 2nd invisibility (at will, self only), sound burst (at will); 1st counter performance (at will; Core Rulebook 386); Cantrips (3rd) ghost sound, inspire competence (Core Rulebook 386), inspire courage (Core Rulebook 386); Constant (5th) tongues",23,0,,0,,23,13,,,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
CHORAL (CHOIR ANGEL),Common,Neutral Good,6,Angel,Celestial,,,,,,14,100,24,10,14,16,-4,,,30,40,,,,,40,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Melee fist +14 (agile, finesse, good, magical), Damage 3d6+1 bludgeoning plus 1d6 good",14,"Ranged piercing hymn +17 (good, magical, range 90 feet, sonic), Damage 4d6 sonic damage plus 1d6 good and deafening aria",17,0,,0,,0,,0,,0,,17,"Divine Innate Spells DC 23, attack +13; 3rd heal, remove curse, remove disease, remove fear (at will), sound burst; 2nd invisibility (at will, self only), sound burst (at will); 1st counter performance (at will; Core Rulebook 386); Cantrips (3rd) ghost sound, inspire competence (Core Rulebook 386), inspire courage (Core Rulebook 386); Constant (5th) tongues",23,0,,0,,23,13,,,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
BALISSE (CONFESSOR ANGEL),Common,Neutral Good,8,Angel,Celestial,,,,,,18,145,26,16,12,18,,-4,,30,40,,,,,40,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Melee flaming scimitar +20 (fire, forceful, good, magical, sweep), Damage 2d6+8 slashing plus 1d6 fire and 1d6 good",20,0,,0,,0,,0,,0,,0,,20,"Divine Innate Spells DC 26; 4th divine wrath, heal, paralyze, remove curse, remove disease; 3rd remove fear (at will) 2nd invisibility (at will, self only) 1st detect alignment (at will, evil only)",26,0,,0,,26,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
MOVANIC DEVA (GUARDIAN ANGEL),Common,Neutral Good,10,Angel,Celestial,,,,,,22,195,30,21,17,19,,-3,,30,40,,,,,40,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee flaming bastard sword +23 (good, magical, two-hand d12), Damage 2d8+9 slashing plus 1d6 fire and 1d6 good",23,0,,0,,0,,0,,0,,0,,23,"Divine Innate Spells DC 29; 5th divine wrath, remove curse, remove disease, remove fear; 4th create food, heal (c3973); 2nd invisibility (at will, self only); 1st detect alignment (at will, evil only); Constant (5th) tongues",29,0,,0,,29,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
MONADIC DEVA (SOUL ANGEL),Common,Neutral Good,12,Angel,Celestial,,,,,,25,245,33,24,21,20,,-2,,30,60,,,,,60,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee holy mace +28 (good, magical, shove), Damage 2d6+15 bludgeoning plus 1d6 force and 1d6 good plus solid blow",28,0,,0,,0,,0,,0,,0,,28,"Divine Innate Spells DC 31; 6th divine wrath, heal, paralyze, remove curse, remove disease; 5th creation, remove fear; 4th charm; 2nd invisibility (at will, self only); 1st detect alignment (at will, evil only); Constant (5th) tongues",31,0,,0,,31,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
ASTRAL DEVA (EMISSARY ANGEL),Common,Neutral Good,14,Angel,Celestial,,,,,,26,285,36,27,26,22,,,,40,75,,,,,75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee holy warhammer +30 (good, magical, shove), Damage 2d8+22 bludgeoning plus 1d6 good",30,0,,0,,0,,0,,0,,0,,30,"Divine Innate Spells DC 36, attack +28; 7th blade barrier, divine decree, divine wrath, heal, remove curse, remove disease, remove fear; 4th discern lies (at will); 2nd invisibility (at will, self only); 1st detect alignment (at will, evil only); Cantrips (7th) light; Constant (5th) tongues",36,0,,0,,36,28,,,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLANETAR (JUSTICE ANGEL),Uncommon,Neutral Good,16,Angel,Celestial,,,,,,28,300,39,28,25,28,,-3,,25,60,,,,,60,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee holy greatsword +32 (good, magical, versatile P), Damage 3d12+16 slashing plus 1d6 good",32,0,,0,,0,,0,,0,,0,,32,"Divine Innate Spells DC 37, attack +29; 8th dispel magic, divine wrath, earthquake, heal, power word stun, sunburst; 7th charm, plane shift, power word blind, remove fear (at will); 6th blade barrier, dispel magic (at will); 5th breath of life, death ward, freedom of movement, restoration (c3973); 2nd invisibility (at will, self only), remove paralysis; Constant (5th) detect alignment (evil only), tongues, true seeing",37,0,,0,,37,29,,,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
SOLAR (ARCHANGEL),Rare,Neutral Good,23,Angel,Celestial,,,,,,40,500,49,40,34,37,,-5,,35,100,,,,,100,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee holy greatsword +44 (good, magical, versatile P), Damage 4d12+22 slashing plus 2d6 good",44,"Ranged holy longbow +40 (deadly d10, good, magical, propulsive, range increment 100 feet, volley 30 feet), Damage 4d8+17 piercing plus 2d6 good and arrow of mortality",40,0,,0,,0,,0,,0,,44,"Divine Innate Spells DC 46, spell attack +38; 10th charm, power word stun, remove curse, remove disease, revival; 9th dispel magic (at will), heal, overwhelming presence, power word blind, power word kill, sunburst; 7th plane shift, remove fear (at will); 6th restoration (at will); 5th breath of life, death ward; 4th dimensional anchor (at will); 2nd invisibility (at will, self only); Constant (10th) detect alignment (evil only), tongues, true seeing",46,0,,0,,46,38,,,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
ANIMATE DREAM,Uncommon,Neutral Evil,8,Dream,Incorporeal,,,,,,14,110,24,15,18,14,,,,,40,,,,,40,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee nightmare tendril +20 (agile, finesse), Damage 4d8 negative plus endless nightmare",20,0,,0,,0,,0,,0,,0,,20,"Occult Innate Spells DC 26; 4th confusion, dimension door (at will), nightmare, phantasmal killer, sleep; 3rd fear",26,0,,0,,26,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
ANIMATED BROOM,Common,Neutral,-1,Construct,Mindless,,,,,,3,6,16,3,6,3,-3,,,15,,,,,,15,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee bristles +6 (agile, magical, finesse), Damage 1d4 bludgeoning plus dust",6,0,,0,,0,,0,,0,,0,,6,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
LESSER GUARDIAN STATUE,Common,Neutral,-1,Construct,Mindless,,,,,,3,6,16,3,6,3,-3,,,15,,,,,,15,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee slam +6 (magical), Damage 1d4+1 bludgeoning",6,0,,0,,0,,0,,0,,0,,6,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Follow Trespasser (move) Trigger A creature moves through the lesser guardian statuees reach. Effect The statue moves up to 15 feet in pursuit of the creature.,,,FALSE
ANIMATED SILVERWARE,Common,Neutral,1,Construct,Mindless,Swarm,,,,,5,14,16,9,8,3,,,,20,,,,,,20,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
ANIMATED ARMOR,Common,Neutral,2,Construct,Mindless,,,,,,6,20,17,10,3,4,,-4,,20,,,,,,20,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee glaive +11 (deadly 1d8, forceful, magical, reach 10 feet), Damage 1d8+4 slashing",11,"Melee gauntlet +9 (agile, free-hand, magical), Damage 1d6+4 bludgeoning",9,0,,0,,0,,0,,0,,11,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
ANIMATED STATUE,Common,Neutral,3,Construct,Earth,Mindless,,,,,9,35,19,12,5,5,,-4,,20,,,,,,20,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee fist +11 (magical), Damage 1d8+6 bludgeoning plus Grab",11,0,,0,,0,,0,,0,,0,,11,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
SPIRIT GUARDIAN STATUE,Common,Neutral,3,Construct,Mindless,,,,,,9,35,19,12,5,5,,-4,,20,,,,,,20,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee slam +11 (magical), Damage 1d8+6 bludgeoning plus Grab",11,0,,0,,0,,0,,0,,0,,11,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Follow Trespasser (move) Trigger A creature moves through the animated guardian statuees reach. Effect The statue moves up to 20 feet in pursuit of the creature.,,,FALSE
GIANT ANIMATED STATUE,Common,Neutral,7,Construct,Earth,Mindless,,,,,13,100,26,17,10,9,,-6,,30,,,,,,30,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee stone fist +19 (magical), Damage 2d12+6 bludgeoning plus Grab",19,"Ranged flaming coal +12 (fire, magical, range increment 80 feet), Damage 2d6+6 bludgeoning and 2d8 fire",12,0,,0,,0,,0,,0,,19,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
ANIMATED FURNACE,Common,Neutral,9,Construct,Mindless,,,,,,15,135,30,21,11,13,,-9,,15,,,,,,15,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee door +21 (magical), Damage 2d12+9 bludgeoning plus 1d8 fire and Improved",21,0,,0,,0,,0,,0,,0,,21,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
ANIMATED TREBUCHET,Common,Neutral,13,Construct,Mindless,,,,,,21,200,36,29,19,17,,-7,,20,,,,,,20,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee arm +28 (magical, reach 15 feet), Damage 3d12+11 bludgeoning plus Grab (page 305)",28,"Ranged rock +28 (brutal, magical, range increment 120 feet), Damage 3d10+11 bludgeoning",28,0,,0,,0,,0,,0,,28,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
ANIMATED COLOSSUS,Common,Neutral,15,Construct,Mindless,,,,,,23,245,39,31,21,19,,-8,,50,,,,,,50,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee fist +32 (magical, reach 30 feet), Damage 3d12+17 bludgeoning plus Improved Grab (page 305)",32,"Melee foot +32 (agile, magical, reach 20 feet), Damage 3d8+17 bludgeoning",32,0,,0,,0,,0,,0,,32,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
THAT BASTARD,Common,Neutral,3,Animal,,,,,,,7,40,20,12,8,7,,-2,,25,,,20,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee mandibles +13 (acid), Damage 1d8+4 piercing plus 1d6 acid",13,"Ranged acid spit +10 (acid, range 30 feet), Damage 3d6 acid",10,0,,0,,0,,0,,0,,13,0,,0,,0,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
ANKHRAV,Common,Neutral,3,Animal,,,,,,,7,40,20,12,8,7,,-2,,25,,,20,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee mandibles +13 (acid), Damage 1d8+4 piercing plus 1d6 acid",13,"Ranged acid spit +10 (acid, range 30 feet), Damage 3d6 acid",10,0,,0,,0,,0,,0,,13,0,,0,,0,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
HIVE MOTHER,Uncommon,Neutral,8,Animal,,,,,,,16,120,29,18,15,14,,-3,,25,,,20,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee mandibles +20 (acid), Damage 2d8+6 piercing plus 2d6 acid",20,"Ranged acid spit +17 (acid, range 30 feet), Damage 5d6 acid",17,0,,0,,0,,0,,0,,20,0,,0,,0,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attack of OpportunityTrigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,,TRUE
ANKOU,Common,Lawful Evil,14,Fey,,,,,,,25,280,36,23,28,24,-3,,,,75,,,,,75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee claw +29 (agile, cold iron), Damage 3d6+15 slashing",29,"Melee wing +29 (cold iron, reach 10 feet), Damage 2d6+15 piercing plus 2d6 persistent bleed",29,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,0,,0,,29,"Primal Innate Spells DC 34, attack +26; 8th discern location; 7th prismatic spray, teleport; 6th true seeing; 4th darkness (at will), dimensional anchor; 2nd silence; 1st ray of enfeeblement",34,0,,0,,34,26,,,26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
GIANT WORKER ANT,Uncommon,Neutral,1,Animal,,,,,,,7,25,16,9,7,4,,,,40,,,10,20,,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee mandibles +9, Damage 1d6+3 slashing plus grab",9,0,,0,,0,,0,,0,,0,,9,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
GIANT ANT,Common,Neutral,2,Animal,,,,,,,7,30,18,10,7,5,,-1,,40,,,,20,,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee mandibles +11, Damage 1d8+4 slashing plus Grab",11,"Melee stinger +11 (agile), Damage 1d6+4 piercing plus giant ant venom",11,0,,0,,0,,0,,0,,11,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
ARMY ANT SWARM,Common,Neutral,5,Animal,Swarm,,,,,,11,55,21,13,11,9,,,,30,,,,30,,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Cling Trigger A creature leaves the swarmes space; Effect The swarm takes 1d6 damage as ants cling to the creature and continue biting, dealing 3d6 persistent piercing damage. High winds or immersion in water reduces the DC of the flat check to end this persistent damage to 5. Any area damage dealt to the creature destroys these clinging ants.",,,FALSE
AOLAZ,Rare,Neutral,18,Construct,,,,,,,33,255,42,35,27,31,,-5,,50,,,,,"air walk, water walk",50,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Melee trunk +35 (magical, reach 20 feet, sweep, trip), Damage 5d10+17 bludgeoning plus Grab",35,"Melee foot +33 (magical, reach 10 feet), Damage 5d8+15 bludgeoning",33,0,,0,,0,,0,,0,,35,"Arcane Innate Spells DC 40; Constant (9th) air walk, water walk",40,0,,0,,40,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
GORILLA,Common,Neutral,3,Animal,,,,,,,8,45,19,12,9,6,,,,30,,,,30,,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fist +11 (agile, reach 10 feet), Damage 2d6+4 bludgeoning",11,"Melee jaws +11 (reach 5 feet), Damage 1d8+4 piercing",11,0,,0,,0,,0,,0,,11,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
MEGAPRIMATUS,Common,Neutral,8,Animal,,,,,,,15,150,26,19,16,13,,,,30,,,,30,,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fist +21 (agile, reach 20 feet), Damage 2d8+10 bludgeoning",21,"Melee jaws +21 (reach 10 feet), Damage 2d10+10 piercing",21,0,,0,,0,,0,,0,,21,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
